"Candidato","Partido","Ordem","Círculo","Efectivo/Suplente"
"Paula Lurdes Dias Freitas","JPP- Juntos pelo Povo",12,"Aveiro","Efectivo"
"Tomás Ranalli","JPP- Juntos pelo Povo",13,"Aveiro","Efectivo"
"Márcia Dorina Gouveia Andrade","JPP- Juntos pelo Povo",14,"Aveiro","Efectivo"
"Carlos Gilberto Miranda Pêssego","JPP- Juntos pelo Povo",15,"Aveiro","Efectivo"
"João Alberto dos Santos Monteiro Bidarra","JPP- Juntos pelo Povo",16,"Aveiro","Efectivo"
"Gina da Conceição Dias Freitas","JPP- Juntos pelo Povo",17,"Aveiro","Suplente"
"João Sidónio Mendes Aguiar","JPP- Juntos pelo Povo",18,"Aveiro","Suplente"
"Maria da Graça Chaves de Freitas Caetano","JPP- Juntos pelo Povo",19,"Aveiro","Suplente"
"Rui Filipe Gouveia Martins","JPP- Juntos pelo Povo",20,"Aveiro","Suplente"
"Maria Ana Batista de Gouveia","JPP- Juntos pelo Povo",21,"Aveiro","Suplente"
"Márcio Cristiano Oliveira Santos","IL- Iniciativa Liberal",1,"Aveiro","Efectivo"
"Ricardo Jorge Fernandes Campelo de Magalhães","IL- Iniciativa Liberal",2,"Aveiro","Efectivo"
"Ana Cláudia Breda","IL- Iniciativa Liberal",3,"Aveiro","Efectivo"
"Miguel António Marques Gomes","IL- Iniciativa Liberal",4,"Aveiro","Efectivo"
"Tomás Silva Ramos Pereira","IL- Iniciativa Liberal",5,"Aveiro","Efectivo"
"Ana Rita Santos Bastos Silva","IL- Iniciativa Liberal",6,"Aveiro","Efectivo"
"Duarte António da Cruz Gomes Alves da Costa","IL- Iniciativa Liberal",7,"Aveiro","Efectivo"
"Eduardo José Oliveira Nobre de Almeida Costa","IL- Iniciativa Liberal",8,"Aveiro","Efectivo"
"Carla Cristina Neves de Lima Abreu","IL- Iniciativa Liberal",9,"Aveiro","Efectivo"
"Diogo Nuno Pereira Gomes","IL- Iniciativa Liberal",10,"Aveiro","Efectivo"
"Paulo Jorge da Silva Vieira","IL- Iniciativa Liberal",11,"Aveiro","Efectivo"
"Liliana Raquel Pereira Dias","IL- Iniciativa Liberal",12,"Aveiro","Efectivo"
"Andreia Filipa Santos Oliveira","IL- Iniciativa Liberal",13,"Aveiro","Efectivo"
"Pedro Miguel Correia Ferreira","IL- Iniciativa Liberal",14,"Aveiro","Efectivo"
"Vânia Sofia Gomes da Fonte","IL- Iniciativa Liberal",15,"Aveiro","Efectivo"
"Mariene Cristina Alves de Almeida","IL- Iniciativa Liberal",16,"Aveiro","Efectivo"
"Carlos Ferreira Martins da Silva","IL- Iniciativa Liberal",17,"Aveiro","Suplente"
"Mário Rui Carvalho de Jesus Oliveira","IL- Iniciativa Liberal",18,"Aveiro","Suplente"
"Maria Leonor Costa Sardo","IL- Iniciativa Liberal",19,"Aveiro","Suplente"
"Pedro Nuno Gonçalves Tavares","IL- Iniciativa Liberal",20,"Aveiro","Suplente"
"Diana Reis Pereira Moura Ricardo","IL- Iniciativa Liberal",21,"Aveiro","Suplente"
"Rui Carlos Medeiros Alvarenga","PAN- PESSOAS - ANIMAIS - NATUREZA",1,"Aveiro","Efectivo"
"Ana Teresa da Silva Gonçalves","PAN- PESSOAS - ANIMAIS - NATUREZA",2,"Aveiro","Efectivo"
"Ernesto Carlos Iglésias Morais","PAN- PESSOAS - ANIMAIS - NATUREZA",3,"Aveiro","Efectivo"
"Marta Elisa dos Santos Dutra","PAN- PESSOAS - ANIMAIS - NATUREZA",4,"Aveiro","Efectivo"
"Pedro Filipe Oliveira Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA",5,"Aveiro","Efectivo"
"Andrea Carla Gonçalves Domingos","PAN- PESSOAS - ANIMAIS - NATUREZA",6,"Aveiro","Efectivo"
"João Miguel Pereira de Almeida","PAN- PESSOAS - ANIMAIS - NATUREZA",7,"Aveiro","Efectivo"
"Margarida Sofia Batista Antunes Rosa","PAN- PESSOAS - ANIMAIS - NATUREZA",8,"Aveiro","Efectivo"
"Nuno Micael Alvim Coelho da Silva","PAN- PESSOAS - ANIMAIS - NATUREZA",9,"Aveiro","Efectivo"
"Joana Catarina da Silva Pinto","PAN- PESSOAS - ANIMAIS - NATUREZA",10,"Aveiro","Efectivo"
"João Gaspar Vasconcelos de Azevedo","PAN- PESSOAS - ANIMAIS - NATUREZA",11,"Aveiro","Efectivo"
"Ana Cristina da Silva Maia","PAN- PESSOAS - ANIMAIS - NATUREZA",12,"Aveiro","Efectivo"
"Ricardo António Miranda Gaspar","PAN- PESSOAS - ANIMAIS - NATUREZA",13,"Aveiro","Efectivo"
"Isabel Maria Brito Portugal Raposo","PAN- PESSOAS - ANIMAIS - NATUREZA",14,"Aveiro","Efectivo"
"Sérgio André Santos Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA",15,"Aveiro","Efectivo"
"Miguel Filipe Wilson Pinto Roby Ataíde","PAN- PESSOAS - ANIMAIS - NATUREZA",16,"Aveiro","Efectivo"
"Cláudia Maria de Sousa Moreira","PAN- PESSOAS - ANIMAIS - NATUREZA",17,"Aveiro","Suplente"
"Jorge Manuel Martins Ferreira","PAN- PESSOAS - ANIMAIS - NATUREZA",18,"Aveiro","Suplente"
"Vitória Raquel Toscano Fonseca de Paiva","PAN- PESSOAS - ANIMAIS - NATUREZA",19,"Aveiro","Suplente"
"Eduardo Manuel Correia da Silva","PAN- PESSOAS - ANIMAIS - NATUREZA",20,"Aveiro","Suplente"
"Joaquim Fernando Dias da Rocha","PAN- PESSOAS - ANIMAIS - NATUREZA",21,"Aveiro","Suplente"
"Isabel Maria Pedro Diniz Barros","MPT- Partido da Terra",1,"Aveiro","Efectivo"
"Anacleto de Sousa","MPT- Partido da Terra",2,"Aveiro","Efectivo"
"Alexandra Maria Silva Alves Gonçalves","MPT- Partido da Terra",3,"Aveiro","Efectivo"
"Francisco José Campos Bargante","MPT- Partido da Terra",4,"Aveiro","Efectivo"
"Maria Ângela Drumond Costa","MPT- Partido da Terra",5,"Aveiro","Efectivo"
"Cátia Cristina Castro Aguiar Camacho","MPT- Partido da Terra",6,"Aveiro","Efectivo"
"António Luís Alves de Freitas","MPT- Partido da Terra",7,"Aveiro","Efectivo"
"Joana Basília Caldeira Telo Fernandes","MPT- Partido da Terra",8,"Aveiro","Efectivo"
"Maria Odeta Gomes Franco Pereira","MPT- Partido da Terra",9,"Aveiro","Efectivo"
"André Filipe Rodrigues Gomes Martins","MPT- Partido da Terra",10,"Aveiro","Efectivo"
"Maria Iolanda Olival Silva Novita","MPT- Partido da Terra",11,"Aveiro","Efectivo"
"Paula Cristina Camacho Costa Melim","MPT- Partido da Terra",12,"Aveiro","Efectivo"
"José Miguel Dias Vieira","MPT- Partido da Terra",13,"Aveiro","Efectivo"
"Maria Guida Pestana Campos","MPT- Partido da Terra",14,"Aveiro","Efectivo"
"José Olívio Camacho Arranhado","MPT- Partido da Terra",15,"Aveiro","Efectivo"
"Daniel João Caires Gomes","MPT- Partido da Terra",16,"Aveiro","Efectivo"
"Dina Mafalda da Silva Fernandes","MPT- Partido da Terra",17,"Aveiro","Suplente"
"Óscar Quintal Nóbrega","MPT- Partido da Terra",18,"Aveiro","Suplente"
"João Manuel Aiveca Caseiro","L- LIVRE",1,"Beja","Efectivo"
"Maria Amélia Gonçalves da Cruz","L- LIVRE",2,"Beja","Efectivo"
"Francisco Maria Abreu do Nascimento Lampreia Burnay","L- LIVRE",3,"Beja","Efectivo"
"Maria Rita Acabado Aiveca - Independente","L- LIVRE",4,"Beja","Suplente"
"Rui Alexandre Clemente Ribeiro","L- LIVRE",5,"Beja","Suplente"
"João Manuel lldefonso Dias - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",1,"Beja","Efectivo"
"Tomé Alexandre Martins Pires – PCP","PCP.PEV- CDU- Coligação Democrática Unitária",2,"Beja","Efectivo"
"Sara Cristina Ramos Marcelino - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",3,"Beja","Efectivo"
"João Daniel Colaço da Silva - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",4,"Beja","Suplente"
"Telma Cristina Cardoso Saião Silva - PEV","PCP.PEV- CDU- Coligação Democrática Unitária",5,"Beja","Suplente"
"Maria Helena Gomes da Costa Pais – Independente - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",6,"Beja","Suplente"
"Ana Cristina Véstia Moisão","CH- CHEGA",1,"Beja","Efectivo"
"Nuno Miguel Sousa Franco","CH- CHEGA",2,"Beja","Efectivo"
"Andreia Sofia Rodrigues Agostinho","CH- CHEGA",3,"Beja","Efectivo"
"Paula Cristina Carvalho Martins","CH- CHEGA",4,"Beja","Suplente"
"Miguel Nuno Teles Batista","CH- CHEGA",5,"Beja","Suplente"
"Octávio Jorge Filhó Matos da Costa","CH- CHEGA",6,"Beja","Suplente"
"Íris Raquel Uebelhoer de Lá Féria e Oliveira","VP- Volt Portugal",1,"Beja","Efectivo"
"João Pedro Romão Casimiro","VP- Volt Portugal",2,"Beja","Efectivo"
"Vasco Miguel Barata Antunes","VP- Volt Portugal",3,"Beja","Efectivo"
"Ana Paula Nunes Baptista","VP- Volt Portugal",4,"Beja","Suplente"
"Miguel Ângelo Novo Pinto","VP- Volt Portugal",5,"Beja","Suplente"
"Mário João Macedo Balsemão - Independente","R.I.R- Reagir Incluir Reciclar",1,"Beja","Efectivo"
"Vânia Sofia Valente Ribeiro - Independente","R.I.R- Reagir Incluir Reciclar",2,"Beja","Efectivo"
"Luís Miguel Dias Espadanal Pirra - Independente","R.I.R- Reagir Incluir Reciclar",3,"Beja","Efectivo"
"Paula do Rosário Azedo Cota - Independente","R.I.R- Reagir Incluir Reciclar",4,"Beja","Suplente"
"João José Barros Pataco - Independente","R.I.R- Reagir Incluir Reciclar",5,"Beja","Suplente"
"Marta Prezado Frade - Independente","R.I.R- Reagir Incluir Reciclar",6,"Beja","Suplente"
"Susana Filipa Maior de Abreu","PTP- Partido Trabalhista Português",1,"Beja","Efectivo"
"Saul Teles Rosa","PTP- Partido Trabalhista Português",2,"Beja","Efectivo"
"José Justino Rodrigues Fernandes","PTP- Partido Trabalhista Português",3,"Beja","Efectivo"
"Cláudia Lucas Martins","PTP- Partido Trabalhista Português",4,"Beja","Suplente"
"António Adelino da Conceição Silva","PTP- Partido Trabalhista Português",5,"Beja","Suplente"
"Luís António de Matos Vicente","PAN- PESSOAS - ANIMAIS - NATUREZA",1,"Beja","Efectivo"
"Ana Cristina do Espírito Santo Piçarra","PAN- PESSOAS - ANIMAIS - NATUREZA",2,"Beja","Efectivo"
"Duarte Nuno Alexandre Malhão","PAN- PESSOAS - ANIMAIS - NATUREZA",3,"Beja","Efectivo"
"Maria Inês de Barros Ferreira Bettencourt de Figueiredo Malhão","PAN- PESSOAS - ANIMAIS - NATUREZA",4,"Beja","Suplente"
"Sofia Alexandra Barbosa de Oliveira","PAN- PESSOAS - ANIMAIS - NATUREZA",5,"Beja","Suplente"
"Ana Paula Marques Pereira","IL- Iniciativa Liberal",1,"Beja","Efectivo"
"Miguel Burguete de Bacelar Marreiros Figueira","IL- Iniciativa Liberal",2,"Beja","Efectivo"
"Luís Filipe Mestre Campaniço Guerreiro Sebastião","IL- Iniciativa Liberal",3,"Beja","Efectivo"
"Mariana Filipa Silva Gonçalves","IL- Iniciativa Liberal",4,"Beja","Suplente"
"Patrick Lenehan","IL- Iniciativa Liberal",5,"Beja","Suplente"
"Pedro Nuno Raposo Prazeres do Carmo","PS- Partido Socialista",1,"Beja","Efectivo"
"Nelson Domingos Brito","PS- Partido Socialista",2,"Beja","Efectivo"
"Telma Cristina Felizardo Guerreiro","PS- Partido Socialista",3,"Beja","Efectivo"
"Custódia Maria Sequeira Alho","PS- Partido Socialista",4,"Beja","Suplente"
"Afonso Manuel Teixeira Pereira Domingos","PS- Partido Socialista",5,"Beja","Suplente"
"Rita Isabel de Sousa Costa Machado","PS- Partido Socialista",6,"Beja","Suplente"
"Arlindo Manuel Morgado de Oliveira","MPT- Partido da Terra",1,"Beja","Efectivo"
"Estrela Maria de Sousa Soares Pimenta","MPT- Partido da Terra",2,"Beja","Efectivo"
"Ana Carolina Silvério Gomes","MPT- Partido da Terra",3,"Beja","Efectivo"
"Lídio Miguel Tomás Freitas","MPT- Partido da Terra",4,"Beja","Suplente"
"Maria Filipa Letra Feteira","MPT- Partido da Terra",5,"Beja","Suplente"
"João Carlos de Gouveia Pascoal","MAS- Movimento Alternativa Socialista",1,"Beja","Efectivo"
"Fernanda Maria Ferreira Fortunato da Silva","MAS- Movimento Alternativa Socialista",2,"Beja","Efectivo"
"Fernando Manuel Gonçalves Revez Martinho","MAS- Movimento Alternativa Socialista",3,"Beja","Efectivo"
"Isabel Maria Fontes Pereira Gomes Natário Teixeira","MAS- Movimento Alternativa Socialista",4,"Beja","Suplente"
"Maria Goretti da Silva","MAS- Movimento Alternativa Socialista",5,"Beja","Suplente"
"Carlos José Lameira Pais - Independente","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",1,"Beja","Efectivo"
"Maria Helena Valente Pinto","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",2,"Beja","Efectivo"
"Manuel Simão Parreira","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",3,"Beja","Efectivo"
"Ermelinda da Encarnação Romeira","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",4,"Beja","Suplente"
"José António Veras Baptista","PCTP/MRPP- Partido Comunista dos Trabalhadores Portugueses",5,"Beja","Suplente"
"José Lucílio Segismundo Esteves","BE- Bloco de Esquerda",1,"Beja","Efectivo"
"Fátima do Nascimento Cabeleira Teixeira","BE- Bloco de Esquerda",2,"Beja","Efectivo"
"Gonçalo Martins Monteiro","BE- Bloco de Esquerda",3,"Beja","Efectivo"
"Ana Cristina Correia Ferreira","BE- Bloco de Esquerda",4,"Beja","Suplente"
"Adelino António Pereira Coelho","BE- Bloco de Esquerda",5,"Beja","Suplente"
"Cláudia Maria Doroteia Figueira","BE- Bloco de Esquerda",6,"Beja","Suplente"
"Henrique Corrêa Silvestre Ferreira – Independente","PPD/PSD- Partido Social Democrata",1,"Beja","Efectivo"
"Inês Isabel Mota Batista","PPD/PSD- Partido Social Democrata",2,"Beja","Efectivo"
"Rui Manuel Veiga Mata","PPD/PSD- Partido Social Democrata",3,"Beja","Efectivo"
"Gonçalo Lourenço Palhinhas","PPD/PSD- Partido Social Democrata",4,"Beja","Suplente"
"Ana Margarida Batista Carvalhais Morais de Almeida","PPD/PSD- Partido Social Democrata",5,"Beja","Suplente"
"Maria do Céu Trindade Caleiro Velez","PPD/PSD- Partido Social Democrata",6,"Beja","Suplente"
"Francisco José Serrano Faria","E- Ergue-te",1,"Beja","Efectivo"
"Marcos Manuel Morgado Mendes","E- Ergue-te",2,"Beja","Efectivo"
"Maria José Palma Lucas","E- Ergue-te",3,"Beja","Efectivo"
"Maria Pia Penalva de Almeida e Vasconcellos","E- Ergue-te",4,"Beja","Suplente"
"Bruno Miguel Henriques Vicente","E- Ergue-te",5,"Beja","Suplente"
"Maria da Conceição Rodrigues Jesus","E- Ergue-te",6,"Beja","Suplente"
"Francisco Calheiros Lopes de Seixas Palma - Independente","CDS-PP- CDS-Partido Popular",1,"Beja","Efectivo"
"Patrícia Isabel da Silva Pinheiro Sequeira Guerreiro - Independente","CDS-PP- CDS-Partido Popular",2,"Beja","Efectivo"
"Maria Eduarda Mira Cruz Vilhena Nobre - Independente","CDS-PP- CDS-Partido Popular",3,"Beja","Efectivo"
"António Joaquim Abambres Carneiro","CDS-PP- CDS-Partido Popular",4,"Beja","Suplente"
"Maria Irene de Ascensão Vaz","CDS-PP- CDS-Partido Popular",5,"Beja","Suplente"
"Rui Miguel Reis Crespim Rodrigues","CDS-PP- CDS-Partido Popular",6,"Beja","Suplente"
"Ana Lúcia Sousa Rodrigues Soares Juslino","MPT- Partido da Terra",1,"Bragança","Efectivo"
"João Paulo Marques","MPT- Partido da Terra",2,"Bragança","Efectivo"
"Carla Alexandra Soares Pimenta Pereira","MPT- Partido da Terra",3,"Bragança","Efectivo"
"João Paulo Santos Ribeiro","MPT- Partido da Terra",4,"Bragança","Suplente"
"Orlanda Jardim Soares Camacho","MPT- Partido da Terra",5,"Bragança","Suplente"
"António Mário Pegado Lemos de Mendonça","CDS-PP- CDS-Partido Popular",1,"Bragança","Efectivo"
"Ilda Maria Vaz Teixeira","CDS-PP- CDS-Partido Popular",2,"Bragança","Efectivo"
"Raul dos Anjos Aleixo","CDS-PP- CDS-Partido Popular",3,"Bragança","Efectivo"
"José Alberto Gonçalves","CDS-PP- CDS-Partido Popular",4,"Bragança","Suplente"
"Carla Manuela Amaro Vieira de Castro","CDS-PP- CDS-Partido Popular",5,"Bragança","Suplente"
"Aníbal Moura Fernandes","CDS-PP- CDS-Partido Popular",6,"Bragança","Suplente"
"Maria Teresa Santos Aguiar","IL- Iniciativa Liberal",1,"Bragança","Efectivo"
"André Filipe Diegues Fernandes","IL- Iniciativa Liberal",2,"Bragança","Efectivo"
"Patrícia Maria Gonçalves Silva","IL- Iniciativa Liberal",3,"Bragança","Efectivo"
"Luís Filipe Azevedo Caldas","IL- Iniciativa Liberal",4,"Bragança","Suplente"
"Pedro António da Silva Mendes de Almeida","IL- Iniciativa Liberal",5,"Bragança","Suplente"
"José Júlio Vaz Pires","CH- CHEGA",1,"Bragança","Efectivo"
"Ricardo Daniel Alves Garcia","CH- CHEGA",2,"Bragança","Efectivo"
"Cidália de Fátima Afonso de Almeida Martins","CH- CHEGA",3,"Bragança","Efectivo"
"Filipe Cândido Turiel Rodrigues","CH- CHEGA",4,"Bragança","Suplente"
"Nazaré Olinda Fernandes Baptista","CH- CHEGA",5,"Bragança","Suplente"
"Sofia Raquel dos Santos Diegues","CH- CHEGA",6,"Bragança","Suplente"
"Adão José Fonseca Silva","PPD/PSD- Partido Social Democrata",1,"Bragança","Efectivo"
"Paulo Jorge Almendra Xavier","PPD/PSD- Partido Social Democrata",2,"Bragança","Efectivo"
"Cristina Maria Oliveira Miguel Rodrigues","PPD/PSD- Partido Social Democrata",3,"Bragança","Efectivo"
"Paulo Manuel Pereira Rodrigues Pinto","PPD/PSD- Partido Social Democrata",4,"Bragança","Suplente"
"Maria José Vieira Teodoro Moreno","PPD/PSD- Partido Social Democrata",5,"Bragança","Suplente"
"Ana Rita Braz Lopes","PPD/PSD- Partido Social Democrata",6,"Bragança","Suplente"
"João Alberto Sobrinho Teixeira","PS- Partido Socialista",1,"Bragança","Efectivo"
"Berta Ferreira Milheiro Nunes","PS- Partido Socialista",2,"Bragança","Efectivo"
"Jorge Manuel Nogueiro Gomes","PS- Partido Socialista",3,"Bragança","Efectivo"
"Catarina Afonso Pinto","PS- Partido Socialista",4,"Bragança","Suplente"
"Tito Emanuel Diogo Sales Resende","PS- Partido Socialista",5,"Bragança","Suplente"
"Ana Luísa Silva Peleira","PS- Partido Socialista",6,"Bragança","Suplente"
"André Xavier Ferreira","BE- Bloco de Esquerda",1,"Bragança","Efectivo"
"Raquel Maria Evaristo Teixeira","BE- Bloco de Esquerda",2,"Bragança","Efectivo"
"Sandra Teixeira Soares","BE- Bloco de Esquerda",3,"Bragança","Efectivo"
"Rogério Paulo Esteves Martins","BE- Bloco de Esquerda",4,"Bragança","Suplente"
"Jóni Micael Bento Ledo","BE- Bloco de Esquerda",5,"Bragança","Suplente"
"Maria de Fátima Martinez Mendes","BE- Bloco de Esquerda",6,"Bragança","Suplente"
"Octávio José Pires","PAN- PESSOAS - ANIMAIS - NATUREZA",1,"Bragança","Efectivo"
"Ana Maria Fernandes Pires","PAN- PESSOAS - ANIMAIS - NATUREZA",2,"Bragança","Efectivo"
"Anabela Jesus Gomes Araújo","PAN- PESSOAS - ANIMAIS - NATUREZA",3,"Bragança","Efectivo"
"Ricardo Óscar Diogo Sales Resende","PAN- PESSOAS - ANIMAIS - NATUREZA",4,"Bragança","Suplente"
"Lucinda Maria Lourenço","PAN- PESSOAS - ANIMAIS - NATUREZA",5,"Bragança","Suplente"
"Humberto Silva Martins","PAN- PESSOAS - ANIMAIS - NATUREZA",6,"Bragança","Suplente"
"Maxim Simões Abreu Jaffe - Independente","L- LIVRE",1,"Bragança","Efectivo"
"Alcina Gomes Paiva Bento - Independente","L- LIVRE",2,"Bragança","Efectivo"
"Delfina Micaela Bordalo Bento - Independente","L- LIVRE",3,"Bragança","Efectivo"
"Tiago Neto Afonso Villa de Brito","L- LIVRE",4,"Bragança","Suplente"
"Joana Raquel Barros Coelho - Independente","L- LIVRE",5,"Bragança","Suplente"
"Ângela Margarida Carvalho Lima","MAS- Movimento Alternativa Socialista",1,"Bragança","Efectivo"
"Djamila Maria Amorim de Vasconcelos Gusmão","MAS- Movimento Alternativa Socialista",2,"Bragança","Efectivo"
"Hugo André Borges Dias","MAS- Movimento Alternativa Socialista",3,"Bragança","Efectivo"
"Tiago Alexandre Capitão do Vale Rosendo","MAS- Movimento Alternativa Socialista",4,"Bragança","Suplente"
"Maria José Lopes Gonçalves","MAS- Movimento Alternativa Socialista",5,"Bragança","Suplente"
"Francisco Manuel Estanislau de Azevedo Rodrigues","MAS- Movimento Alternativa Socialista",6,"Bragança","Suplente"
"Bruno Jorge Ceriz Carvalho","R.I.R- Reagir Incluir Reciclar",1,"Bragança","Efectivo"
"Sandra Maria Bernardo Ramiro - Independente","R.I.R- Reagir Incluir Reciclar",2,"Bragança","Efectivo"
"Tânia Patrícia Cardoso Ferreira - Independente","R.I.R- Reagir Incluir Reciclar",3,"Bragança","Efectivo"
"Nuno Miguel Cruz Gomes - Independente","R.I.R- Reagir Incluir Reciclar",4,"Bragança","Suplente"
"Luísa Maria Fernandes Ceriz - Independente","R.I.R- Reagir Incluir Reciclar",5,"Bragança","Suplente"
"Joana Isabel Pires da Costa Monteiro - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",1,"Bragança","Efectivo"
"Márcio José Castro Pinheiro - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",2,"Bragança","Efectivo"
"Manuel Fernando dos Santos Mateus - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",3,"Bragança","Efectivo"
"Paula Maria Cantarelo Silva - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",4,"Bragança","Suplente"
"Ernesto Olímpio Lopes - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",5,"Bragança","Suplente"
"Vera Lúcia Francisco Correia - PCP","PCP.PEV- CDU- Coligação Democrática Unitária",6,"Bragança","Suplente"
"Luís Alberto Pereira Gomes Luís","E- Ergue-te",1,"Bragança","Efectivo"
"Elisabete Susana Borges Pereira","E- Ergue-te",2,"Bragança","Efectivo"
"Madalena de Utra Machado Pinto Coelho","E- Ergue-te",3,"Bragança","Efectivo"
"Rui Manuel Ramos de Melo","E- Ergue-te",4,"Bragança","Suplente"
"Paulo Jorge dos Santos Martinho","E- Ergue-te",5,"Bragança","Suplente"
"Soraia Patrícia Antunes Baixinho","E- Ergue-te",6,"Bragança","Suplente"
"Maria Stela Correia Lourenço","L- LIVRE",1,"Castelo Branco","Efectivo"
"Daniel Ricardo Maranhão Santana","L- LIVRE",2,"Castelo Branco","Efectivo"
"Margarida Isabel Botelho Falcão Paredes","L- LIVRE",3,"Castelo Branco","Efectivo"
"André Monteiro Pires","L- LIVRE",4,"Castelo Branco","Efectivo"
"Luís Miguel Galrão Caseiro dos Reis e Moura","L- LIVRE",5,"Castelo Branco","Suplente"
"Maria Amélia Sá","L- LIVRE",6,"Castelo Branco","Suplente"
"Amália Cardoso Rodrigues","PAN- PESSOAS - ANIMAIS - NATUREZA",1,"Castelo Branco","Efectivo"
"Fábio João Antunes Marçal","PAN- PESSOAS - ANIMAIS - NATUREZA",2,"Castelo Branco","Efectivo"
"Sandra Geraldes Rodrigues Alves","PAN- PESSOAS - ANIMAIS - NATUREZA",3,"Castelo Branco","Efectivo"
"Sérgio Filipe Gonçalves Lourenço","PAN- PESSOAS - ANIMAIS - NATUREZA",4,"Castelo Branco","Efectivo"
"Dina Cláudia Vaz Fradinho","PAN- PESSOAS - ANIMAIS - NATUREZA",5,"Castelo Branco","Suplente"
"Cristiana Antunes Pereira","PAN- PESSOAS - ANIMAIS - NATUREZA",6,"Castelo Branco","Suplente"
"Maria Inês Fraústo Correia Vieira Moreira","CDS-PP- CDS-Partido Popular",1,"Castelo Branco","Efectivo"
"Rui Pedro Gonçalves Mateus","CDS-PP- CDS-Partido Popular",2,"Castelo Branco","Efectivo"
"António José Moreno Dias Pires","CDS-PP- CDS-Partido Popular",3,"Castelo Branco","Efectivo"
"Lúcia Maria Anacleto Torres Ribeiro","CDS-PP- CDS-Partido Popular",4,"Castelo Branco","Efectivo"
"Aires Lino Almeida Patrício","CDS-PP- CDS-Partido Popular",5,"Castelo Branco","Suplente"
